City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,San Andres,12.5847,-81.7006,86.02,74,75,16.11,CO,2022-08-03 16:59:51
295,San Patricio,28.017,-97.5169,94.15,42,36,19.71,US,2022-08-03 16:59:52
296,Natal,-5.795,-35.2094,86.22,66,75,10.36,BR,2022-08-03 16:58:54
297,Batemans Bay,-35.7167,150.1833,62.1,74,49,8.41,AU,2022-08-03 16:56:38
298,Mount Isa,-20.7333,139.5,62.37,67,1,0.0,AU,2022-08-03 16:59:52
299,Eureka,40.8021,-124.1637,60.93,88,27,6.24,US,2022-08-03 16:57:47
300,Bagdarin,54.4333,113.6,60.17,73,100,4.43,RU,2022-08-03 16:59:53
301,Santa Maria,-29.6842,-53.8069,67.3,77,75,9.22,BR,2022-08-03 16:56:33
302,Codrington,-38.2667,141.9667,51.31,89,62,15.26,AU,2022-08-03 16:59:54
303,Oranjemund,-28.55,16.4333,55.13,87,0,7.45,NA,2022-08-03 16:55:16
304,Mazatlan,23.2167,-106.4167,89.91,73,21,1.01,MX,2022-08-03 16:55:48
305,Faya,18.3851,42.4509,68.11,68,96,6.69,SA,2022-08-03 16:59:55
306,Carnarvon,-24.8667,113.6333,65.53,58,98,14.72,AU,2022-08-03 16:55:35
307,Ostuni,40.7276,17.5764,90.59,52,0,11.54,IT,2022-08-03 16:59:55
308,Trat,12.5,102.5,80.87,92,100,1.16,TH,2022-08-03 16:59:56
309,Port Lincoln,-34.7333,135.8667,55.9,66,0,20.58,AU,2022-08-03 16:59:56
310,Saravan,39.7196,45.6483,72.61,59,60,7.0,AM,2022-08-03 16:59:57
311,Macomb,40.4592,-90.6718,89.02,75,40,9.22,US,2022-08-03 16:55:18
312,Libourne,44.9167,-0.25,99.1,16,3,8.52,FR,2022-08-03 16:59:57
313,Noumea,-22.2763,166.4572,75.0,99,37,7.54,NC,2022-08-03 16:59:58
314,Qaqortoq,60.7167,-46.0333,52.47,63,100,3.6,GL,2022-08-03 16:59:58
315,Kindu,-2.95,25.95,77.97,59,86,0.94,CD,2022-08-03 16:59:59
316,Sao Joao Do Piaui,-8.3581,-42.2467,93.22,30,26,11.14,BR,2022-08-03 17:00:59
317,Sao Filipe,14.8961,-24.4956,78.3,79,67,2.89,CV,2022-08-03 17:01:00
318,Dubbo,-32.25,148.6167,66.33,63,80,19.57,AU,2022-08-03 17:00:31
319,Severo-Kurilsk,50.6789,156.125,51.44,87,69,7.36,RU,2022-08-03 17:01:01
320,Tolaga Bay,-38.3667,178.3,50.14,82,4,3.85,NZ,2022-08-03 17:01:01
321,Korla,41.7597,86.1469,85.77,25,47,5.7,CN,2022-08-03 17:01:02
322,Hondagua,13.9469,122.2431,77.5,90,100,3.2,PH,2022-08-03 17:01:02
323,Bira,49.0,132.4667,64.89,83,24,2.66,RU,2022-08-03 17:01:03
324,Lalmohan,22.3384,90.7419,83.86,78,100,8.52,BD,2022-08-03 17:01:03
325,Southampton,50.904,-1.4043,76.24,76,75,8.05,GB,2022-08-03 17:01:04
326,Meulaboh,4.1363,96.1285,74.68,92,100,2.13,ID,2022-08-03 17:01:04
327,Nanortalik,60.1432,-45.2371,51.17,77,100,15.52,GL,2022-08-03 17:01:05
328,Koumac,-20.5667,164.2833,71.94,92,11,7.56,NC,2022-08-03 17:01:05
329,Rawah,34.4816,41.9093,102.15,16,0,8.84,IQ,2022-08-03 17:01:06
330,Hede,33.7681,120.2517,79.38,95,0,6.42,CN,2022-08-03 17:01:06
331,Avarua,-21.2078,-159.775,71.65,56,75,6.91,CK,2022-08-03 17:01:07
332,Biograd Na Moru,43.9433,15.4519,88.75,46,2,10.38,HR,2022-08-03 17:01:07
333,Whitehorse,60.7161,-135.0538,56.1,87,100,4.61,CA,2022-08-03 16:59:09
334,Calama,-22.4667,-68.9333,64.11,16,0,22.64,CL,2022-08-03 17:00:26
335,Esfarayen,37.0765,57.5101,79.21,28,1,6.2,IR,2022-08-03 17:01:09
336,Peniche,39.3558,-9.3811,71.29,87,71,18.16,PT,2022-08-03 17:01:09
337,Police,53.5521,14.5718,91.54,33,63,4.68,PL,2022-08-03 17:01:09
338,Rurrenabaque,-14.4413,-67.5278,83.89,59,95,4.34,BO,2022-08-03 17:01:10
339,Ribeira Do Pombal,-10.8344,-38.5358,83.39,43,69,13.0,BR,2022-08-03 17:01:10
340,Lasa,46.6166,10.7002,80.69,65,48,3.2,IT,2022-08-03 17:01:11
341,Hamilton,39.1834,-84.5333,92.73,65,2,3.0,US,2022-08-03 17:00:46
342,Mogoytuy,51.2833,114.9167,62.49,95,100,8.3,RU,2022-08-03 17:01:12
343,Beira,-19.8436,34.8389,69.4,72,1,9.15,MZ,2022-08-03 17:01:12
344,Nouadhibou,20.931,-17.0347,72.59,84,80,10.67,MR,2022-08-03 17:01:13
345,Barreirinhas,-2.7469,-42.8264,86.13,59,53,9.51,BR,2022-08-03 17:01:13
346,Cantapoy,9.4906,125.4364,79.59,83,100,2.1,PH,2022-08-03 17:01:14
347,Warri,5.5167,5.75,79.2,73,100,8.93,NG,2022-08-03 17:00:18
348,Jiuquan,39.7432,98.5174,78.55,42,4,6.44,CN,2022-08-03 17:01:14
349,Ouesso,1.6136,16.0517,78.57,70,87,0.94,CG,2022-08-03 17:01:15
350,Kiruna,67.8557,20.2251,56.32,77,100,8.05,SE,2022-08-03 16:59:26
351,Ponta Do Sol,32.6667,-17.1,77.63,65,0,5.08,PT,2022-08-03 17:01:15
352,Polis,35.0367,32.4264,85.28,70,0,5.57,CY,2022-08-03 17:01:16
353,Pochutla,15.7432,-96.4661,90.82,51,52,5.01,MX,2022-08-03 17:01:16
354,Santa Rosalia,27.3167,-112.2833,87.71,39,83,3.83,MX,2022-08-03 17:01:16
355,Segezha,63.7415,34.3222,60.75,62,75,7.05,RU,2022-08-03 17:01:17
356,Sangar,63.9242,127.4739,57.29,93,28,1.54,RU,2022-08-03 17:01:17
357,Sarkand,45.41,79.9186,69.48,48,95,4.63,KZ,2022-08-03 17:01:18
358,Mackay,-21.15,149.2,63.68,93,7,6.11,AU,2022-08-03 17:01:18
359,Irbil,36.1926,44.0106,101.1,13,0,7.58,IQ,2022-08-03 17:01:19
360,Sibolga,1.7427,98.7792,74.66,95,100,8.66,ID,2022-08-03 17:01:19
361,Matay,28.419,30.7792,94.69,17,1,9.78,EG,2022-08-03 17:01:19
362,Hobyo,5.3505,48.5268,77.0,82,86,28.52,SO,2022-08-03 17:02:20
363,Evensk,61.95,159.2333,51.96,99,100,7.25,RU,2022-08-03 17:02:20
364,Panzhihua,26.5851,101.7128,72.05,88,81,0.94,CN,2022-08-03 17:00:36
365,Nantucket,41.2835,-70.0995,84.34,77,0,4.61,US,2022-08-03 17:02:21
366,Khasan,42.4308,130.6434,70.59,98,100,4.36,RU,2022-08-03 17:02:21
367,Dafeng,23.4517,108.5881,83.82,73,88,2.71,CN,2022-08-03 17:02:22
368,Bagan,54.1001,77.6646,59.61,66,4,7.49,RU,2022-08-03 17:02:22
369,Iquitos,-3.7481,-73.2472,89.49,55,99,2.3,PE,2022-08-03 17:02:23
370,Portland,45.5234,-122.6762,75.99,65,0,1.99,US,2022-08-03 16:59:25
371,Fare,-16.7,-151.0167,78.58,74,0,21.21,PF,2022-08-03 17:02:23
372,Amarpur,25.0333,86.9,82.58,75,94,4.92,IN,2022-08-03 17:02:24
373,Westport,41.1415,-73.3579,88.41,61,0,1.01,US,2022-08-03 16:58:37
374,Santa Cruz De La Palma,28.6835,-17.7642,77.14,69,40,16.11,ES,2022-08-03 17:02:24
375,Ashland,40.8167,-82.2665,87.89,63,4,13.8,US,2022-08-03 17:00:13
376,Coro,11.4045,-69.6734,86.36,62,100,17.43,VE,2022-08-03 17:02:25
377,Kozhva,65.1073,57.0459,70.48,55,99,7.58,RU,2022-08-03 17:02:25
378,Sacramento,38.4666,-121.3177,94.21,45,0,4.61,US,2022-08-03 16:58:22
379,Havre-Saint-Pierre,50.2334,-63.5986,64.04,62,1,12.93,CA,2022-08-03 17:02:26
380,Isangel,-19.55,169.2667,74.91,88,0,5.59,VU,2022-08-03 17:02:26
381,Cabedelo,-6.9811,-34.8339,79.92,73,34,6.98,BR,2022-08-03 17:02:27
382,Aklavik,68.2191,-135.0107,52.45,66,45,0.11,CA,2022-08-03 17:02:27
383,Verkhnevilyuysk,63.4453,120.3167,56.66,58,99,9.53,RU,2022-08-03 17:02:28
384,Wentzville,38.8114,-90.8529,94.95,65,95,5.99,US,2022-08-03 17:00:26
385,Maningrida,-12.0667,134.2667,71.2,93,8,6.31,AU,2022-08-03 17:02:28
386,Vitim,59.4511,112.5578,59.94,95,100,9.4,RU,2022-08-03 17:02:29
387,Sur,22.5667,59.5289,88.43,64,8,7.56,OM,2022-08-03 17:02:29
388,San Quintin,30.4833,-115.95,74.98,73,57,12.64,MX,2022-08-03 17:02:29
389,Tezu,27.9167,96.1667,76.64,96,79,3.51,IN,2022-08-03 17:02:30
390,Buchanan,5.8808,-10.0467,77.61,80,85,12.46,LR,2022-08-03 17:02:30
391,Kailaras,26.3167,77.6167,87.82,64,76,1.77,IN,2022-08-03 17:02:31
392,Kiama,-34.6833,150.8667,64.58,74,21,5.99,AU,2022-08-03 17:02:31
393,Mogadishu,2.0371,45.3438,76.37,82,8,19.42,SO,2022-08-03 17:02:32
394,Kaputa,-8.4689,29.6619,74.07,41,0,2.75,ZM,2022-08-03 17:02:32
395,Vaitape,-16.5167,-151.75,78.64,74,7,21.45,PF,2022-08-03 17:02:32
396,Padang,-0.9492,100.3543,76.15,93,100,3.98,ID,2022-08-03 17:02:33
397,Cozumel,20.5083,-86.9458,86.0,68,5,11.99,MX,2022-08-03 17:01:33
398,Mehamn,71.0357,27.8492,55.35,88,75,5.75,NO,2022-08-03 17:02:34
399,Esmeraldas,-19.7625,-44.3139,84.78,24,19,5.03,BR,2022-08-03 17:02:34
400,Dharchula,29.85,80.5333,74.39,95,97,0.76,IN,2022-08-03 17:02:34
401,Ilebo,-4.3167,20.5833,82.11,51,55,2.98,CD,2022-08-03 17:02:35
402,Cidreira,-30.1811,-50.2056,65.82,83,73,19.66,BR,2022-08-03 17:02:35
403,Kovur,14.4833,79.9833,81.61,73,97,5.01,IN,2022-08-03 17:02:36
404,Tabou,4.423,-7.3528,76.42,75,97,8.75,CI,2022-08-03 17:02:36
405,Baykit,61.67,96.37,49.91,93,100,3.13,RU,2022-08-03 17:02:36
406,Fortuna,40.5982,-124.1573,60.66,100,100,3.44,US,2022-08-03 17:02:37
407,Krasnoarmeysk,51.0239,45.6969,73.11,54,100,10.31,RU,2022-08-03 17:02:37
408,Pacific Grove,36.6177,-121.9166,77.41,84,0,7.0,US,2022-08-03 17:02:38
409,Namatanai,-3.6667,152.4333,78.48,83,70,9.4,PG,2022-08-03 17:02:38
410,Morehead,37.2711,-87.1764,90.86,65,0,10.36,US,2022-08-03 17:12:23
411,Altay,47.8667,88.1167,67.96,40,99,5.82,CN,2022-08-03 17:12:24
412,Colesberg,-30.72,25.0972,55.89,61,89,7.7,ZA,2022-08-03 17:12:24
413,Hofn,64.2539,-15.2082,49.08,67,75,18.28,IS,2022-08-03 17:12:24
414,Soyo,-6.1349,12.3689,70.12,82,25,9.84,AO,2022-08-03 17:12:25
415,Balakhninskiy,58.0106,114.2769,58.39,94,100,4.65,RU,2022-08-03 17:12:26
416,Norman Wells,65.282,-126.8329,53.44,95,100,8.86,CA,2022-08-03 17:12:26
417,Bend,44.0582,-121.3153,82.85,50,20,10.0,US,2022-08-03 17:11:00
418,Kasongo-Lunda,-6.4667,16.8167,86.11,36,45,1.88,CD,2022-08-03 17:12:26
419,Bud,39.447,-86.1758,90.41,74,1,13.62,US,2022-08-03 17:12:27
420,Fairbanks,64.8378,-147.7164,60.76,90,75,0.0,US,2022-08-03 17:09:43
421,Okhotsk,59.3833,143.3,56.28,88,100,3.42,RU,2022-08-03 17:12:27
422,Talaya,61.3833,152.75,56.98,85,100,6.67,RU,2022-08-03 17:12:28
423,Leningradskiy,69.3833,178.4167,41.77,88,100,5.93,RU,2022-08-03 17:12:28
424,Kirakira,-10.4544,161.9205,78.03,86,13,9.19,SB,2022-08-03 17:12:29
425,Jining,35.405,116.5814,81.45,85,3,7.36,CN,2022-08-03 17:12:29
426,Bowen,-20.0167,148.2333,63.77,94,21,7.31,AU,2022-08-03 17:12:30
427,Sola,-13.8833,167.55,80.85,75,3,13.15,VU,2022-08-03 17:12:30
428,Nioro,13.35,-15.75,76.53,90,100,5.82,GM,2022-08-03 17:12:30
429,Brightwater,-41.3833,173.1167,41.68,93,59,4.34,NZ,2022-08-03 17:12:31
430,Amapa,1.0,-52.0,85.14,62,100,6.82,BR,2022-08-03 17:12:31
431,Vanimo,-2.6741,141.3028,77.94,90,98,7.11,PG,2022-08-03 17:12:32
432,Boke,10.9409,-14.2967,80.17,85,100,7.45,GN,2022-08-03 17:12:32
433,Goderich,43.7501,-81.7165,81.91,76,84,20.47,CA,2022-08-03 17:12:32
434,Mahanje,-9.9333,35.3333,67.33,49,97,1.81,TZ,2022-08-03 17:12:33
435,Semnan,35.5729,53.3971,89.65,21,7,1.59,IR,2022-08-03 17:12:33
436,Nanakuli,21.3906,-158.1547,76.95,73,0,4.61,US,2022-08-03 17:12:34
437,Shieli,44.1667,66.75,73.22,51,85,8.93,KZ,2022-08-03 17:12:34
438,Maragogi,-9.0122,-35.2225,76.23,89,87,13.33,BR,2022-08-03 17:12:35
439,Sibu,2.3,111.8167,73.74,98,99,0.27,MY,2022-08-03 17:12:35
440,Taltal,-25.4,-70.4833,59.79,62,23,5.01,CL,2022-08-03 17:12:35
441,Nador,35.174,-2.9287,86.25,70,20,4.61,MA,2022-08-03 17:12:36
442,Mujiayingzi,42.1167,118.7833,75.67,79,99,6.55,CN,2022-08-03 17:12:36
443,Dongsheng,39.8161,109.9776,77.74,46,5,11.52,CN,2022-08-03 17:12:37
444,Yambio,4.5721,28.3955,70.83,90,73,2.17,SS,2022-08-03 17:12:37
445,Roald,62.5833,6.1333,66.9,72,75,20.71,NO,2022-08-03 17:12:37
446,Salani,29.957,79.7127,71.17,95,100,2.28,IN,2022-08-03 17:12:38
447,Saint-Augustin,51.226,-58.6502,73.38,46,86,8.16,CA,2022-08-03 17:12:38
448,Nevelsk,46.6733,141.8633,60.8,95,87,5.77,RU,2022-08-03 17:12:39
449,Najran,17.4924,44.1277,84.18,45,85,6.6,SA,2022-08-03 17:12:39
450,Chenghai,23.4632,116.768,78.46,90,97,12.12,CN,2022-08-03 17:12:39
451,Jasper,37.2001,-94.3502,97.11,42,0,18.41,US,2022-08-03 17:12:40
452,Ous,60.9058,61.5186,62.78,66,6,5.28,RU,2022-08-03 17:12:40
453,Gucheng,35.9115,111.3192,83.37,65,1,0.47,CN,2022-08-03 17:12:41
454,Manicore,-5.8092,-61.3003,95.81,37,41,4.43,BR,2022-08-03 17:12:41
455,Rocha,-34.4833,-54.3333,61.7,87,97,4.03,UY,2022-08-03 17:09:26
456,Lagoa,39.05,-27.9833,75.7,82,7,9.95,PT,2022-08-03 17:12:42
457,Te Anau,-45.4167,167.7167,43.56,90,100,5.7,NZ,2022-08-03 17:12:42
458,Vilyuysk,63.7553,121.6247,52.03,62,53,9.31,RU,2022-08-03 17:13:42
459,Ariquemes,-9.9133,-63.0408,99.03,26,39,3.47,BR,2022-08-03 17:13:43
460,Placido De Castro,-10.3353,-67.1856,98.29,29,22,3.42,BR,2022-08-03 17:13:43
461,Keita,14.7551,5.7749,92.44,37,82,7.14,NE,2022-08-03 17:13:44
462,Gushikawa,26.3544,127.8686,82.4,92,0,0.0,JP,2022-08-03 17:13:44
463,Sabla,12.7525,4.7077,82.85,66,98,5.68,NG,2022-08-03 17:13:44
464,Nishihara,26.1842,127.7558,82.45,86,20,6.91,JP,2022-08-03 17:13:45
465,Mankono,8.0586,-6.1897,78.89,75,100,4.34,CI,2022-08-03 17:13:45
466,Mitzic,0.7821,11.549,76.86,62,42,2.21,GA,2022-08-03 17:13:46
467,Townsville,-19.25,146.8,67.08,94,100,5.75,AU,2022-08-03 17:13:46
468,Pontianak,-0.0333,109.3333,76.98,94,40,0.0,ID,2022-08-03 17:13:47
469,Awjilah,29.1081,21.2869,94.86,24,0,12.71,LY,2022-08-03 17:13:47
470,Diamantino,-14.4086,-56.4461,97.88,14,24,8.21,BR,2022-08-03 17:13:19
471,Zabol,32.25,67.25,78.76,18,3,10.98,AF,2022-08-03 17:13:48
472,Muhos,64.808,25.9931,62.38,81,100,9.04,FI,2022-08-03 17:13:48
473,Buta,2.7858,24.73,76.73,71,57,2.48,CD,2022-08-03 17:13:48
474,Brigantine,39.4101,-74.3646,93.2,54,0,6.91,US,2022-08-03 17:13:49
475,Adrar,20.5022,-10.0711,104.61,17,24,8.66,MR,2022-08-03 17:13:49
476,Port-Gentil,-0.7193,8.7815,76.96,78,20,14.97,GA,2022-08-03 17:13:50
477,Ust-Kulom,61.6864,53.6902,65.55,60,87,4.25,RU,2022-08-03 17:13:50
478,Byron Bay,-28.65,153.6167,56.95,91,39,9.53,AU,2022-08-03 17:11:41
479,Muzhi,65.3667,64.6667,65.19,49,21,5.93,RU,2022-08-03 17:13:51
480,Ketchikan,55.3422,-131.6461,57.67,82,75,3.44,US,2022-08-03 17:13:51
481,Sambava,-14.2667,50.1667,70.0,82,10,11.83,MG,2022-08-03 17:13:51
482,Batamshinskiy,50.5594,58.2747,67.69,66,100,4.85,KZ,2022-08-03 17:13:52
483,Boyolangu,-8.1181,111.8935,73.56,94,86,5.37,ID,2022-08-03 17:13:52
484,Kamwenge,0.1866,30.4539,67.82,76,95,3.27,UG,2022-08-03 17:13:53
485,Talara,-4.5772,-81.2719,72.36,68,0,23.02,PE,2022-08-03 17:13:53
486,Tuatapere,-46.1333,167.6833,46.13,78,100,8.34,NZ,2022-08-03 17:13:53
487,Galveston,29.3669,-94.9669,98.04,64,40,16.11,US,2022-08-03 17:13:54
488,Umba,66.6871,34.3429,58.77,68,14,11.39,RU,2022-08-03 17:13:54
489,Guiratinga,-16.3494,-53.7583,93.88,16,11,8.57,BR,2022-08-03 17:13:55
490,Hommelvik,63.4108,10.7942,64.36,81,75,11.5,NO,2022-08-03 17:13:55
491,Kaohsiung,22.6163,120.3133,82.04,82,100,1.01,TW,2022-08-03 17:12:47
492,Belle Fourche,44.6714,-103.8522,87.35,22,1,5.93,US,2022-08-03 17:13:56
493,Kismayo,-0.3582,42.5454,75.79,80,20,18.03,SO,2022-08-03 17:13:56
494,Varhaug,58.6147,5.6457,62.47,87,35,13.42,NO,2022-08-03 17:13:57
495,Yerbogachen,61.2767,108.0108,56.25,96,100,10.83,RU,2022-08-03 17:13:57
496,Viedma,-40.8135,-62.9967,55.17,36,7,3.83,AR,2022-08-03 17:09:55
497,Tilichiki,60.4667,166.1,48.65,87,7,4.65,RU,2022-08-03 17:13:58
498,Faanui,-16.4833,-151.75,78.66,74,7,21.34,PF,2022-08-03 17:13:58
499,Grindavik,63.8424,-22.4338,52.27,62,75,16.11,IS,2022-08-03 17:13:59
500,Terra Santa,-2.1042,-56.4869,93.49,42,69,6.76,BR,2022-08-03 17:11:13
501,Haines Junction,60.7522,-137.5108,51.21,94,100,2.91,CA,2022-08-03 17:14:00
502,Fukue,32.6881,128.8419,81.27,89,37,6.71,JP,2022-08-03 17:14:00
503,Pierreville,46.0703,-72.8112,74.3,55,100,7.52,CA,2022-08-03 17:14:00
504,Halifax,44.6453,-63.5724,81.52,81,40,5.01,CA,2022-08-03 17:12:36
505,Lompoc,34.6391,-120.4579,77.92,82,75,4.61,US,2022-08-03 17:14:01
506,Bela,25.9333,81.9833,88.66,61,100,5.95,IN,2022-08-03 17:15:01
507,Kainantu,-6.2887,145.8655,56.39,94,72,1.68,PG,2022-08-03 17:15:02
508,Marovoay,-16.1,46.6333,77.81,38,2,9.35,MG,2022-08-03 17:15:02
509,Nixa,37.0434,-93.2944,95.95,53,43,5.99,US,2022-08-03 17:15:03
510,Souillac,-20.5167,57.5167,70.18,73,75,9.22,MU,2022-08-03 17:14:41
511,Yanggu,36.1106,115.7753,81.93,79,1,8.61,CN,2022-08-03 17:15:03
512,Isagarh,24.8333,77.8833,82.62,75,78,0.76,IN,2022-08-03 17:15:04
513,Micheweni,-4.9667,39.8333,75.24,78,1,14.74,TZ,2022-08-03 17:15:04
514,Marakkanam,12.2,79.95,78.53,82,100,5.95,IN,2022-08-03 17:15:05
515,Mingaora,34.7758,72.3625,76.96,75,10,2.39,PK,2022-08-03 17:13:29
516,Latung,5.5,120.8833,83.21,71,98,4.54,PH,2022-08-03 17:15:05
517,Hafizabad,32.0679,73.6854,91.58,53,21,7.02,PK,2022-08-03 17:15:06
518,Marataizes,-21.0433,-40.8244,75.27,71,23,9.1,BR,2022-08-03 17:15:06
519,Aswan,24.0934,32.907,99.72,14,9,11.18,EG,2022-08-03 17:15:07
520,Cabinda,-5.55,12.2,70.74,82,55,8.9,AO,2022-08-03 17:15:07
521,College,64.8569,-147.8028,60.75,90,75,5.75,US,2022-08-03 17:15:07
522,Turukhansk,65.8167,87.9833,55.0,61,48,3.47,RU,2022-08-03 17:15:08
523,Gizo,-8.103,156.8419,80.4,79,21,9.35,SB,2022-08-03 17:15:08
524,Selma,36.5708,-119.6121,92.17,48,0,6.91,US,2022-08-03 17:15:09
525,Mola Di Bari,41.0609,17.0873,88.57,49,0,9.73,IT,2022-08-03 17:15:09
526,Puerto Baquerizo Moreno,-0.9,-89.6,74.39,64,75,14.97,EC,2022-08-03 17:15:10
527,Boditi,6.9667,37.8667,58.66,80,60,3.96,ET,2022-08-03 17:15:10
528,Mezen,65.8522,44.24,62.08,63,71,9.44,RU,2022-08-03 17:15:10
529,Taoudenni,22.6783,-3.9836,114.28,7,12,3.33,ML,2022-08-03 17:15:11
530,Taranagar,28.6709,75.0351,91.89,53,52,4.54,IN,2022-08-03 17:15:11
531,Washougal,45.5826,-122.3534,75.67,68,0,8.05,US,2022-08-03 17:14:08
532,Mayor Pablo Lagerenza,-19.9309,-60.7718,93.38,25,100,15.7,PY,2022-08-03 17:15:12
533,Hay River,60.8156,-115.7999,64.38,52,75,16.11,CA,2022-08-03 17:15:12
534,Minot,48.2325,-101.2963,68.22,60,20,10.36,US,2022-08-03 17:12:05
535,Yuanping,38.7153,112.7575,73.49,78,47,1.12,CN,2022-08-03 17:15:13
536,Alice Springs,-23.7,133.8833,74.75,32,75,16.11,AU,2022-08-03 17:15:14
537,Gavar,40.3569,45.1259,62.56,88,51,8.99,AM,2022-08-03 17:15:14
538,Aripuana,-9.1667,-60.6333,97.27,31,90,3.58,BR,2022-08-03 17:15:14
539,Hami,42.8,93.45,87.15,26,0,9.4,CN,2022-08-03 17:15:15
540,Poum,-20.2333,164.0167,74.28,87,3,13.18,NC,2022-08-03 17:15:15
541,Tura,25.5198,90.2201,75.76,94,100,2.66,IN,2022-08-03 17:15:16
542,Kloulklubed,7.0419,134.2556,77.5,82,100,11.56,PW,2022-08-03 17:15:16
543,Gigmoto,13.7796,124.39,80.15,87,100,4.27,PH,2022-08-03 17:15:16
544,Aksu,41.1231,80.2644,70.83,50,96,8.37,CN,2022-08-03 17:15:17
545,Touros,-5.1989,-35.4608,82.94,61,58,9.64,BR,2022-08-03 17:12:56
546,Provideniya,64.3833,-173.3,53.06,70,36,3.98,RU,2022-08-03 17:15:18
547,Dawlatabad,36.4141,64.9053,86.05,21,0,6.02,AF,2022-08-03 17:15:18
548,Salmas,38.1973,44.7653,83.98,16,0,11.03,IR,2022-08-03 17:15:19
549,Filingue,14.3521,3.3168,94.46,36,37,2.15,NE,2022-08-03 17:15:19
550,Bac Lieu,9.285,105.7244,79.43,85,100,6.71,VN,2022-08-03 17:13:58
551,Beyneu,45.3167,55.2,88.99,22,3,7.49,KZ,2022-08-03 17:15:20
552,Caravelas,-17.7125,-39.2481,77.72,59,13,7.87,BR,2022-08-03 17:15:20
553,Saint-Paul,-21.0096,55.2707,69.91,82,72,1.07,RE,2022-08-03 17:15:21
554,Vardo,70.3705,31.1107,51.78,93,100,2.3,NO,2022-08-03 17:16:21
555,Nipawin,53.3668,-104.0009,66.24,72,0,8.05,CA,2022-08-03 17:15:12
556,Bonnyville,54.2668,-110.735,60.12,72,100,8.37,CA,2022-08-03 17:16:22
557,Sao Joaquim,-28.2939,-49.9317,68.97,47,3,6.38,BR,2022-08-03 17:16:22
558,Oranjestad,12.524,-70.027,87.75,66,40,23.02,AW,2022-08-03 17:16:23
559,Suntar,62.1444,117.6319,63.57,92,100,4.79,RU,2022-08-03 17:16:23
560,Encinitas,33.037,-117.292,84.4,75,40,6.91,US,2022-08-03 17:15:54
561,Korsakov,46.6328,142.7813,58.84,93,85,9.08,RU,2022-08-03 17:16:24
562,Gornopravdinsk,60.05,69.9,60.19,69,16,3.2,RU,2022-08-03 17:16:24
563,Yumen,40.2833,97.2,79.61,36,0,9.91,CN,2022-08-03 17:16:24
564,Huanta,-12.9333,-74.25,64.8,42,0,3.06,PE,2022-08-03 17:16:25
565,Bereda,43.2686,-7.5406,70.41,97,67,5.73,ES,2022-08-03 17:16:26
566,Pasighat,28.0667,95.3333,78.37,94,80,3.0,IN,2022-08-03 17:16:26
567,Kupang,-10.1667,123.5833,73.87,78,99,9.98,ID,2022-08-03 17:16:26
568,Morgan City,29.6994,-91.2068,81.81,81,88,5.48,US,2022-08-03 17:16:27
569,Bulgan,48.8125,103.5347,57.24,94,57,2.15,MN,2022-08-03 17:12:20
570,Raisio,60.4859,22.169,68.38,77,40,13.8,FI,2022-08-03 17:16:28
571,Hidrolandia,-4.4081,-40.4378,91.24,38,77,6.98,BR,2022-08-03 17:16:28
572,Hendaye,43.3717,-1.7738,79.56,78,20,9.22,FR,2022-08-03 17:16:28
573,Kalabo,-14.97,22.6814,74.95,29,5,3.27,ZM,2022-08-03 17:16:29
574,Batsfjord,70.6345,29.7185,53.38,93,100,2.3,NO,2022-08-03 17:11:31
575,Eagle,43.6954,-116.354,86.68,47,44,6.91,US,2022-08-03 17:13:27
576,Cartagena,10.3997,-75.5144,85.62,70,75,3.44,CO,2022-08-03 17:16:30
577,Canutama,-6.5339,-64.3831,96.67,38,99,2.84,BR,2022-08-03 17:16:30
578,Priiskovyy,51.9333,116.6333,65.7,87,100,3.76,RU,2022-08-03 17:16:30
579,Xuanhua,40.6103,115.0447,78.08,75,94,4.85,CN,2022-08-03 17:16:31
580,Talnakh,69.4865,88.3972,52.21,61,60,6.17,RU,2022-08-03 17:16:32
581,Gillette,44.2911,-105.5022,81.81,29,0,10.36,US,2022-08-03 17:16:32
582,Bacolod,10.6667,122.95,78.08,86,99,2.15,PH,2022-08-03 17:16:32
583,Srednekolymsk,67.45,153.6833,50.52,94,100,7.43,RU,2022-08-03 17:16:33
584,Mundo Nuevo,18.7,-95.5,83.77,68,4,5.06,MX,2022-08-03 17:16:33
585,Kachiry,53.0675,76.1036,61.32,54,90,9.26,KZ,2022-08-03 17:16:34
586,Urucara,-2.5364,-57.76,93.42,42,67,7.47,BR,2022-08-03 17:16:34
587,Kjollefjord,70.9457,27.3465,55.22,88,75,5.75,NO,2022-08-03 17:16:35
588,Coos Bay,43.3665,-124.2179,63.23,88,100,8.05,US,2022-08-03 17:16:35
589,Gurupa,-1.405,-51.64,93.04,40,19,4.9,BR,2022-08-03 17:16:36
590,Forrest City,35.0081,-90.7898,87.96,61,0,9.57,US,2022-08-03 17:16:36
591,Ryotsu,38.0833,138.4333,78.67,88,29,7.94,JP,2022-08-03 17:16:37
592,Banda Aceh,5.5577,95.3222,78.75,77,100,15.01,ID,2022-08-03 17:16:37
593,Baculin,7.4525,126.5842,77.92,87,89,5.88,PH,2022-08-03 17:16:37
